ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,4.773151
ID_-0.510_29.290_2022_01,2.4697795
ID_-0.510_29.290_2022_02,3.61297
ID_-0.510_29.290_2022_03,3.0977252
ID_-0.510_29.290_2022_04,4.918483
ID_-0.510_29.290_2022_05,2.2145424
ID_-0.510_29.290_2022_06,4.495981
ID_-0.510_29.290_2022_07,2.4811492
ID_-0.510_29.290_2022_08,4.820773
ID_-0.510_29.290_2022_09,5.684487
ID_-0.510_29.290_2022_10,8.438556
ID_-0.510_29.290_2022_11,6.4189925
ID_-0.510_29.290_2022_12,5.356955
ID_-0.510_29.290_2022_13,3.5448906
ID_-0.510_29.290_2022_14,4.1513042
ID_-0.510_29.290_2022_15,5.0845504
ID_-0.510_29.290_2022_16,2.5373955
ID_-0.510_29.290_2022_17,3.9242272
ID_-0.510_29.290_2022_18,5.1418014
ID_-0.510_29.290_2022_19,6.1372676
ID_-0.510_29.290_2022_20,2.4654768
ID_-0.510_29.290_2022_21,2.2273624
ID_-0.510_29.290_2022_22,6.2601366
ID_-0.510_29.290_2022_23,4.7587285
ID_-0.510_29.290_2022_24,4.6299796
ID_-0.510_29.290_2022_25,3.891347
ID_-0.510_29.290_2022_26,5.6861534
ID_-0.510_29.290_2022_27,2.688647
ID_-0.510_29.290_2022_28,3.1376903
ID_-0.510_29.290_2022_29,3.177397
ID_-0.510_29.290_2022_30,7.4257755
ID_-0.510_29.290_2022_31,2.9974437
ID_-0.510_29.290_2022_32,5.4337993
ID_-0.510_29.290_2022_33,4.4681354
ID_-0.510_29.290_2022_34,4.720089
ID_-0.510_29.290_2022_35,6.3581867
ID_-0.510_29.290_2022_36,4.466976
ID_-0.510_29.290_2022_37,4.964067
ID_-0.510_29.290_2022_38,2.6775422
ID_-0.510_29.290_2022_39,4.3083935
ID_-0.510_29.290_2022_40,7.8091426
ID_-0.510_29.290_2022_41,5.8354654
ID_-0.510_29.290_2022_42,5.4190493
ID_-0.510_29.290_2022_43,5.8583565
ID_-0.510_29.290_2022_44,3.5123374
ID_-0.510_29.290_2022_45,3.8761408
ID_-0.510_29.290_2022_46,3.9100688
ID_-0.510_29.290_2022_47,7.193936
ID_-0.510_29.290_2022_48,3.279477
ID_-0.528_29.472_2022_00,7.840436
ID_-0.528_29.472_2022_01,1.6403036
ID_-0.528_29.472_2022_02,1.9444612
ID_-0.528_29.472_2022_03,3.8345795
ID_-0.528_29.472_2022_04,2.508421
ID_-0.528_29.472_2022_05,2.6218047
ID_-0.528_29.472_2022_06,1.6138784
ID_-0.528_29.472_2022_07,3.4012864
ID_-0.528_29.472_2022_08,4.3834214
ID_-0.528_29.472_2022_09,5.84793
ID_-0.528_29.472_2022_10,6.3828607
ID_-0.528_29.472_2022_11,4.609441
ID_-0.528_29.472_2022_12,4.001064
ID_-0.528_29.472_2022_13,1.7547605
ID_-0.528_29.472_2022_14,3.9733105
ID_-0.528_29.472_2022_15,3.3649454
ID_-0.528_29.472_2022_16,2.2238615
ID_-0.528_29.472_2022_17,5.208842
ID_-0.528_29.472_2022_18,4.3229136
ID_-0.528_29.472_2022_19,3.4190466
ID_-0.528_29.472_2022_20,3.5664575
ID_-0.528_29.472_2022_21,2.9138498
ID_-0.528_29.472_2022_22,5.3532376
ID_-0.528_29.472_2022_23,4.829434
ID_-0.528_29.472_2022_24,4.2553406
ID_-0.528_29.472_2022_25,3.8849027
ID_-0.528_29.472_2022_26,4.191004
ID_-0.528_29.472_2022_27,2.4679108
ID_-0.528_29.472_2022_28,1.9639089
ID_-0.528_29.472_2022_29,2.598697
ID_-0.528_29.472_2022_30,5.203965
ID_-0.528_29.472_2022_31,2.8883917
ID_-0.528_29.472_2022_32,4.3466077
ID_-0.528_29.472_2022_33,5.4950705
ID_-0.528_29.472_2022_34,6.7361417
ID_-0.528_29.472_2022_35,4.6041517
ID_-0.528_29.472_2022_36,5.183233
ID_-0.528_29.472_2022_37,3.6662543
ID_-0.528_29.472_2022_38,6.101668
ID_-0.528_29.472_2022_39,5.6573396
ID_-0.528_29.472_2022_40,5.428499
ID_-0.528_29.472_2022_41,5.755141
ID_-0.528_29.472_2022_42,5.4354734
ID_-0.528_29.472_2022_43,6.8289456
ID_-0.528_29.472_2022_44,6.5646667
ID_-0.528_29.472_2022_45,3.90392
ID_-0.528_29.472_2022_46,3.180847
ID_-0.528_29.472_2022_47,4.6784844
ID_-0.528_29.472_2022_48,1.4588016
ID_-0.547_29.653_2022_00,1.2538536
ID_-0.547_29.653_2022_01,0.26270816
ID_-0.547_29.653_2022_02,0.6684223
ID_-0.547_29.653_2022_03,0.6460641
ID_-0.547_29.653_2022_04,0.6970924
ID_-0.547_29.653_2022_05,0.44163784
ID_-0.547_29.653_2022_06,1.5107194
ID_-0.547_29.653_2022_07,0.4899887
ID_-0.547_29.653_2022_08,0.707733
ID_-0.547_29.653_2022_09,0.6898696
ID_-0.547_29.653_2022_10,0.94297403
ID_-0.547_29.653_2022_11,0.6896163
ID_-0.547_29.653_2022_12,0.46473354
ID_-0.547_29.653_2022_13,0.5555338
ID_-0.547_29.653_2022_14,0.7789029
ID_-0.547_29.653_2022_15,0.72054034
ID_-0.547_29.653_2022_16,0.72671753
ID_-0.547_29.653_2022_17,0.9706208
ID_-0.547_29.653_2022_18,0.6031542
ID_-0.547_29.653_2022_19,0.4441671
ID_-0.547_29.653_2022_20,0.66664624
ID_-0.547_29.653_2022_21,0.9138363
ID_-0.547_29.653_2022_22,0.8993895
ID_-0.547_29.653_2022_23,0.97212595
ID_-0.547_29.653_2022_24,0.8383897
ID_-0.547_29.653_2022_25,0.56039816
ID_-0.547_29.653_2022_26,0.5409449
ID_-0.547_29.653_2022_27,0.45471963
ID_-0.547_29.653_2022_28,0.4493181
ID_-0.547_29.653_2022_29,0.77775806
ID_-0.547_29.653_2022_30,0.8640806
ID_-0.547_29.653_2022_31,0.97052693
ID_-0.547_29.653_2022_32,0.61471564
ID_-0.547_29.653_2022_33,0.7569578
ID_-0.547_29.653_2022_34,0.92108184
ID_-0.547_29.653_2022_35,1.1529024
ID_-0.547_29.653_2022_36,0.5662301
ID_-0.547_29.653_2022_37,0.5882408
ID_-0.547_29.653_2022_38,0.84727526
ID_-0.547_29.653_2022_39,0.8944133
ID_-0.547_29.653_2022_40,1.4971251
ID_-0.547_29.653_2022_41,1.4064164
ID_-0.547_29.653_2022_42,0.6089052
ID_-0.547_29.653_2022_43,1.2357755
ID_-0.547_29.653_2022_44,1.2329512
ID_-0.547_29.653_2022_45,0.8446221
ID_-0.547_29.653_2022_46,0.559407
ID_-0.547_29.653_2022_47,0.3600351
ID_-0.547_29.653_2022_48,0.6970521
ID_-0.569_30.031_2022_00,165.20761
ID_-0.569_30.031_2022_01,41.33602
ID_-0.569_30.031_2022_02,40.65325
ID_-0.569_30.031_2022_03,61.404797
ID_-0.569_30.031_2022_04,66.38312
ID_-0.569_30.031_2022_05,64.585144
ID_-0.569_30.031_2022_06,114.56302
ID_-0.569_30.031_2022_07,49.8668
ID_-0.569_30.031_2022_08,101.08604
ID_-0.569_30.031_2022_09,113.31517
ID_-0.569_30.031_2022_10,131.72806
ID_-0.569_30.031_2022_11,74.7647
ID_-0.569_30.031_2022_12,74.07387
ID_-0.569_30.031_2022_13,66.9456
ID_-0.569_30.031_2022_14,69.632065
ID_-0.569_30.031_2022_15,88.718285
ID_-0.569_30.031_2022_16,61.431416
ID_-0.569_30.031_2022_17,65.58745
ID_-0.569_30.031_2022_18,38.43129
ID_-0.569_30.031_2022_19,28.907042
ID_-0.569_30.031_2022_20,74.60138
ID_-0.569_30.031_2022_21,60.897484
ID_-0.569_30.031_2022_22,67.11653
ID_-0.569_30.031_2022_23,61.64554
ID_-0.569_30.031_2022_24,102.64002
ID_-0.569_30.031_2022_25,65.83461
ID_-0.569_30.031_2022_26,97.96707
ID_-0.569_30.031_2022_27,69.44121
ID_-0.569_30.031_2022_28,58.73007
ID_-0.569_30.031_2022_29,79.24587
ID_-0.569_30.031_2022_30,119.512505
ID_-0.569_30.031_2022_31,71.57315
ID_-0.569_30.031_2022_32,118.343346
ID_-0.569_30.031_2022_33,27.060818
ID_-0.569_30.031_2022_34,86.58257
ID_-0.569_30.031_2022_35,117.87758
ID_-0.569_30.031_2022_36,55.279522
ID_-0.569_30.031_2022_37,89.6455
ID_-0.569_30.031_2022_38,95.9577
ID_-0.569_30.031_2022_39,80.364914
ID_-0.569_30.031_2022_40,120.364876
ID_-0.569_30.031_2022_41,52.831245
ID_-0.569_30.031_2022_42,77.840546
ID_-0.569_30.031_2022_43,121.192184
ID_-0.569_30.031_2022_44,60.909885
ID_-0.569_30.031_2022_45,42.402596
ID_-0.569_30.031_2022_46,75.67551
ID_-0.569_30.031_2022_47,85.64878
ID_-0.569_30.031_2022_48,46.811073
ID_-0.598_29.102_2022_00,0.16111325
ID_-0.598_29.102_2022_01,0.0796863
ID_-0.598_29.102_2022_02,0.11363213
ID_-0.598_29.102_2022_03,0.06489854
ID_-0.598_29.102_2022_04,0.12794162
ID_-0.598_29.102_2022_05,0.073319785
ID_-0.598_29.102_2022_06,0.105430596
ID_-0.598_29.102_2022_07,0.1108785
ID_-0.598_29.102_2022_08,0.19529147
ID_-0.598_29.102_2022_09,0.1806788
ID_-0.598_29.102_2022_10,0.14717646
ID_-0.598_29.102_2022_11,0.084640875
ID_-0.598_29.102_2022_12,0.09080523
ID_-0.598_29.102_2022_13,0.110316165
ID_-0.598_29.102_2022_14,0.12657891
ID_-0.598_29.102_2022_15,0.15872386
ID_-0.598_29.102_2022_16,0.15013526
ID_-0.598_29.102_2022_17,0.110252105
ID_-0.598_29.102_2022_18,0.14643778
ID_-0.598_29.102_2022_19,0.13114187
ID_-0.598_29.102_2022_20,0.11526599
ID_-0.598_29.102_2022_21,0.08902748
ID_-0.598_29.102_2022_22,0.16293883
ID_-0.598_29.102_2022_23,0.15214172
ID_-0.598_29.102_2022_24,0.11198918
ID_-0.598_29.102_2022_25,0.14957568
ID_-0.598_29.102_2022_26,0.17637411
ID_-0.598_29.102_2022_27,0.14524946
ID_-0.598_29.102_2022_28,0.12757507
ID_-0.598_29.102_2022_29,0.14026783
ID_-0.598_29.102_2022_30,0.15367544
ID_-0.598_29.102_2022_31,0.097511284
ID_-0.598_29.102_2022_32,0.15399498
ID_-0.598_29.102_2022_33,0.11061635
ID_-0.598_29.102_2022_34,0.14784554
ID_-0.598_29.102_2022_35,0.123924784
ID_-0.598_29.102_2022_36,0.12051212
ID_-0.598_29.102_2022_37,0.14961617
ID_-0.598_29.102_2022_38,0.092948504
ID_-0.598_29.102_2022_39,0.19441141
ID_-0.598_29.102_2022_40,0.16677897
ID_-0.598_29.102_2022_41,0.09956131
ID_-0.598_29.102_2022_42,0.14033338
ID_-0.598_29.102_2022_43,0.18896891
ID_-0.598_29.102_2022_44,0.10186436
ID_-0.598_29.102_2022_45,0.1560909
ID_-0.598_29.102_2022_46,0.092044875
ID_-0.598_29.102_2022_47,0.08399087
ID_-0.598_29.102_2022_48,0.16212209
ID_-0.604_29.896_2022_00,98.333244
ID_-0.604_29.896_2022_01,23.506496
ID_-0.604_29.896_2022_02,59.978523
ID_-0.604_29.896_2022_03,41.23456
ID_-0.604_29.896_2022_04,66.23529
ID_-0.604_29.896_2022_05,37.157177
ID_-0.604_29.896_2022_06,64.40287
ID_-0.604_29.896_2022_07,57.845272
ID_-0.604_29.896_2022_08,25.037867
ID_-0.604_29.896_2022_09,74.47948
ID_-0.604_29.896_2022_10,72.59305
ID_-0.604_29.896_2022_11,56.018875
ID_-0.604_29.896_2022_12,28.141518
ID_-0.604_29.896_2022_13,37.42345
ID_-0.604_29.896_2022_14,51.815308
ID_-0.604_29.896_2022_15,71.61985
ID_-0.604_29.896_2022_16,43.072884
ID_-0.604_29.896_2022_17,21.01433
ID_-0.604_29.896_2022_18,53.133713
ID_-0.604_29.896_2022_19,27.58016
ID_-0.604_29.896_2022_20,26.314056
ID_-0.604_29.896_2022_21,41.754158
ID_-0.604_29.896_2022_22,50.865353
ID_-0.604_29.896_2022_23,62.432243
ID_-0.604_29.896_2022_24,54.409454
ID_-0.604_29.896_2022_25,58.78748
ID_-0.604_29.896_2022_26,57.597614
ID_-0.604_29.896_2022_27,48.270645
ID_-0.604_29.896_2022_28,38.86933
ID_-0.604_29.896_2022_29,44.3791
ID_-0.604_29.896_2022_30,62.547646
ID_-0.604_29.896_2022_31,41.107716
ID_-0.604_29.896_2022_32,40.928192
ID_-0.604_29.896_2022_33,54.20497
ID_-0.604_29.896_2022_34,43.876038
ID_-0.604_29.896_2022_35,66.15446
ID_-0.604_29.896_2022_36,33.395187
ID_-0.604_29.896_2022_37,58.69997
ID_-0.604_29.896_2022_38,41.466354
ID_-0.604_29.896_2022_39,68.70295
ID_-0.604_29.896_2022_40,83.53541
ID_-0.604_29.896_2022_41,71.940155
ID_-0.604_29.896_2022_42,42.607677
ID_-0.604_29.896_2022_43,75.868126
ID_-0.604_29.896_2022_44,41.490524
ID_-0.604_29.896_2022_45,31.315577
ID_-0.604_29.896_2022_46,18.954939
ID_-0.604_29.896_2022_47,25.455812
ID_-0.604_29.896_2022_48,49.039646
ID_-0.615_30.885_2022_00,39.703396
ID_-0.615_30.885_2022_01,45.51762
ID_-0.615_30.885_2022_02,43.310658
ID_-0.615_30.885_2022_03,93.49491
ID_-0.615_30.885_2022_04,50.308437
ID_-0.615_30.885_2022_05,59.861546
ID_-0.615_30.885_2022_06,76.15163
ID_-0.615_30.885_2022_07,74.90215
ID_-0.615_30.885_2022_08,46.08691
ID_-0.615_30.885_2022_09,61.199883
ID_-0.615_30.885_2022_10,88.013985
ID_-0.615_30.885_2022_11,38.610195
ID_-0.615_30.885_2022_12,48.60853
ID_-0.615_30.885_2022_13,54.619007
ID_-0.615_30.885_2022_14,68.61188
ID_-0.615_30.885_2022_15,55.898483
ID_-0.615_30.885_2022_16,72.100876
ID_-0.615_30.885_2022_17,13.424139
ID_-0.615_30.885_2022_18,49.13312
ID_-0.615_30.885_2022_19,52.33459
ID_-0.615_30.885_2022_20,46.276688
ID_-0.615_30.885_2022_21,43.222458
ID_-0.615_30.885_2022_22,78.723976
ID_-0.615_30.885_2022_23,73.62289
ID_-0.615_30.885_2022_24,41.234505
ID_-0.615_30.885_2022_25,31.869719
ID_-0.615_30.885_2022_26,54.49272
ID_-0.615_30.885_2022_27,74.05271
ID_-0.615_30.885_2022_28,65.689644
ID_-0.615_30.885_2022_29,38.77492
ID_-0.615_30.885_2022_30,67.62752
ID_-0.615_30.885_2022_31,72.057465
ID_-0.615_30.885_2022_32,75.692474
ID_-0.615_30.885_2022_33,40.21123
ID_-0.615_30.885_2022_34,86.32546
ID_-0.615_30.885_2022_35,77.607056
ID_-0.615_30.885_2022_36,71.345566
ID_-0.615_30.885_2022_37,50.035217
ID_-0.615_30.885_2022_38,42.85652
ID_-0.615_30.885_2022_39,56.693287
ID_-0.615_30.885_2022_40,87.55738
ID_-0.615_30.885_2022_41,60.403557
ID_-0.615_30.885_2022_42,50.659065
ID_-0.615_30.885_2022_43,84.94267
ID_-0.615_30.885_2022_44,68.08383
ID_-0.615_30.885_2022_45,57.7698
ID_-0.615_30.885_2022_46,67.1938
ID_-0.615_30.885_2022_47,38.711124
ID_-0.615_30.885_2022_48,74.36286
ID_-0.627_29.773_2022_00,158.99911
ID_-0.627_29.773_2022_01,34.293545
ID_-0.627_29.773_2022_02,46.98918
ID_-0.627_29.773_2022_03,80.91458
ID_-0.627_29.773_2022_04,90.75182
ID_-0.627_29.773_2022_05,51.32147
ID_-0.627_29.773_2022_06,42.343376
ID_-0.627_29.773_2022_07,83.01641
ID_-0.627_29.773_2022_08,106.958664
ID_-0.627_29.773_2022_09,139.3855
ID_-0.627_29.773_2022_10,89.61737
ID_-0.627_29.773_2022_11,53.60597
ID_-0.627_29.773_2022_12,44.80385
ID_-0.627_29.773_2022_13,35.370285
ID_-0.627_29.773_2022_14,69.98244
ID_-0.627_29.773_2022_15,92.639755
ID_-0.627_29.773_2022_16,42.088345
ID_-0.627_29.773_2022_17,30.063538
ID_-0.627_29.773_2022_18,73.09057
ID_-0.627_29.773_2022_19,45.482338
ID_-0.627_29.773_2022_20,57.01922
ID_-0.627_29.773_2022_21,54.21006
ID_-0.627_29.773_2022_22,78.97573
ID_-0.627_29.773_2022_23,48.70953
ID_-0.627_29.773_2022_24,102.64898
ID_-0.627_29.773_2022_25,64.284775
ID_-0.627_29.773_2022_26,98.964226
ID_-0.627_29.773_2022_27,58.67333
ID_-0.627_29.773_2022_28,48.053947
ID_-0.627_29.773_2022_29,63.89483
ID_-0.627_29.773_2022_30,128.2253
ID_-0.627_29.773_2022_31,49.255875
ID_-0.627_29.773_2022_32,55.312347
ID_-0.627_29.773_2022_33,42.88391
ID_-0.627_29.773_2022_34,104.94197
ID_-0.627_29.773_2022_35,73.86315
ID_-0.627_29.773_2022_36,51.642708
ID_-0.627_29.773_2022_37,53.30655
ID_-0.627_29.773_2022_38,76.13304
ID_-0.627_29.773_2022_39,111.79845
ID_-0.627_29.773_2022_40,154.81636
ID_-0.627_29.773_2022_41,102.39663
ID_-0.627_29.773_2022_42,114.860695
ID_-0.627_29.773_2022_43,90.05633
ID_-0.627_29.773_2022_44,66.89263
ID_-0.627_29.773_2022_45,69.33351
ID_-0.627_29.773_2022_46,63.844368
ID_-0.627_29.773_2022_47,50.645214
ID_-0.627_29.773_2022_48,61.073795
ID_-0.637_30.763_2022_00,54.343826
ID_-0.637_30.763_2022_01,27.264063
ID_-0.637_30.763_2022_02,26.21261
ID_-0.637_30.763_2022_03,27.676588
ID_-0.637_30.763_2022_04,23.97395
ID_-0.637_30.763_2022_05,31.606354
ID_-0.637_30.763_2022_06,46.723648
ID_-0.637_30.763_2022_07,23.282242
ID_-0.637_30.763_2022_08,27.72935
ID_-0.637_30.763_2022_09,47.71112
ID_-0.637_30.763_2022_10,39.83249
ID_-0.637_30.763_2022_11,27.148466
ID_-0.637_30.763_2022_12,17.196104
ID_-0.637_30.763_2022_13,18.607813
ID_-0.637_30.763_2022_14,29.723515
ID_-0.637_30.763_2022_15,41.250385
ID_-0.637_30.763_2022_16,28.769688
ID_-0.637_30.763_2022_17,28.001276
ID_-0.637_30.763_2022_18,28.847967
ID_-0.637_30.763_2022_19,13.151015
ID_-0.637_30.763_2022_20,35.36479
ID_-0.637_30.763_2022_21,34.57581
ID_-0.637_30.763_2022_22,30.477856
ID_-0.637_30.763_2022_23,47.040527
ID_-0.637_30.763_2022_24,45.94068
ID_-0.637_30.763_2022_25,36.810215
ID_-0.637_30.763_2022_26,43.012295
ID_-0.637_30.763_2022_27,44.0549
ID_-0.637_30.763_2022_28,32.919403
ID_-0.637_30.763_2022_29,40.674427
ID_-0.637_30.763_2022_30,29.6932
ID_-0.637_30.763_2022_31,45.43362
ID_-0.637_30.763_2022_32,46.64511
ID_-0.637_30.763_2022_33,44.13964
ID_-0.637_30.763_2022_34,40.30437
ID_-0.637_30.763_2022_35,49.313866
ID_-0.637_30.763_2022_36,42.257275
ID_-0.637_30.763_2022_37,41.4218
ID_-0.637_30.763_2022_38,30.512077
ID_-0.637_30.763_2022_39,45.04437
ID_-0.637_30.763_2022_40,52.421482
ID_-0.637_30.763_2022_41,62.446922
ID_-0.637_30.763_2022_42,45.848976
ID_-0.637_30.763_2022_43,48.735016
ID_-0.637_30.763_2022_44,40.382805
ID_-0.637_30.763_2022_45,34.586227
ID_-0.637_30.763_2022_46,20.425413
ID_-0.637_30.763_2022_47,30.288708
ID_-0.637_30.763_2022_48,34.61195
ID_-0.653_30.447_2022_00,40.463287
ID_-0.653_30.447_2022_01,22.602427
ID_-0.653_30.447_2022_02,19.568407
ID_-0.653_30.447_2022_03,19.34171
ID_-0.653_30.447_2022_04,20.620493
ID_-0.653_30.447_2022_05,22.031181
ID_-0.653_30.447_2022_06,18.126629
ID_-0.653_30.447_2022_07,20.836042
ID_-0.653_30.447_2022_08,17.737309
ID_-0.653_30.447_2022_09,31.471794
